Date,Return,Coder,Primary Category,Secondary Category,Ease of Coding,(#) Ease of Coding,Journalist Confidence,(#) Journalist Confidence,Clarity,Article Title,Newspaper,Article Link/Location,Commodities,Corporate,Elections,Exrate,Foreign,Govspend,Trade,Macro,Monetary,Noart,Other,Otherpol,Reg,Sovmil,Taxes,Terror,Unknown,Policy,Year,Month,Day
3/26/2018,0.027157,nab,international trade policy,,Easy,3,High,3,1.679,"U.S. Stocks Surge as Trade Worries Ease; The Dow industrials, after its worst week in more than two years, records its biggest one-day point gain in about a decade Banerji, Gunjan; Kantchev, Georgi .",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2018,3,26
3/26/2018,0.027157,srb,international trade policy,,Easy,3,High,3,1.679,"U.S. Stocks Surge as Trade Worries Ease; The Dow industrials, after its worst week in more than two years, records its biggest one-day point gain in about a decade Banerji, Gunjan; Kantchev, Georgi .",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2018,3,26
3/22/2018,-0.02516,mcs,international trade policy,,Easy,3,High,3,1.484,"U.S. Stocks Sell Off on Concerns About Trade; Dow tumbles more than 700 points, pulled down by shares of manufacturers and banks Wursthorn, Michael; Otani, Akane .",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2018,3,22
3/22/2018,-0.02516,nab,international trade policy,macroeconomic news & outlook,Easy,3,High,3,1.484,"U.S. Stocks Sell Off on Concerns About Trade; Dow tumbles more than 700 points, pulled down by shares of manufacturers and banks Wursthorn, Michael; Otani, Akane .",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0.75,2018,3,22
3/22/2018,-0.02516,srb,international trade policy,,Easy,3,High,3,1.484,"U.S. Stocks Sell Off on Concerns About Trade; Dow tumbles more than 700 points, pulled down by shares of manufacturers and banks Wursthorn, Michael; Otani, Akane .",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2018,3,22
2/8/2018,-0.03754,mcs,macroeconomic news & outlook,,Medium,2,Medium,2,-0.492,"Dow Industrials Plunge Into Correction; Blue- chip index falls more than 1,000 points and is now down more than 10% from its January high Otani, Akane; Sindreu, Jon .",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018,2,8
2/8/2018,-0.03754,nab,macroeconomic news & outlook,unknown & no explanation,Hard,1,Low,1,-0.492,"Dow Industrials Plunge Into Correction; Blue- chip index falls more than 1,000 points and is now down more than 10% from its January high Otani, Akane; Sindreu, Jon .",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.25,0,2018,2,8
2/8/2018,-0.03754,srb,monetary policy and central banking,,Medium,2,Medium,2,-0.492,"Dow Industrials Plunge Into Correction; Blue- chip index falls more than 1,000 points and is now down more than 10% from its January high Otani, Akane; Sindreu, Jon .",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2018,2,8
2/5/2018,-0.04098,mcs,unknown & no explanation,,Medium,2,Low,1,-1.109,"Dow Drops More Than 1,100 Points in Stock- Market Rout; Blue chips post biggest one-session point decline on record as indexes around the world give up 2018 gains Otani, Akane .",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,2,5
2/5/2018,-0.04098,nab,unknown & no explanation,macroeconomic news & outlook,Medium,2,Low,1,-1.109,"Dow Drops More Than 1,100 Points in Stock- Market Rout; Blue chips post biggest one-session point decline on record as indexes around the world give up 2018 gains Otani, Akane .",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.75,0,2018,2,5
2/5/2018,-0.04098,srb,unknown & no explanation,monetary policy and central banking,Easy,3,High,3,-1.109,"Dow Drops More Than 1,100 Points in Stock- Market Rout; Blue chips post biggest one-session point decline on record as indexes around the world give up 2018 gains Otani, Akane .",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.75,0.25,2018,2,5
6/24/2016,-0.03572,hen,macroeconomic news & outlook,,Easy,3,Medium,2,0.874,"Britain's EU Decision: A Grim Year for Deals Gets Worse ??? Companies that won't be bought, stock and bond offers put on hold are early victims ? ProQ… More like this + Britain's EU Decision: A Grim Year for Deals Gets Worse --- Companies that won't be bought, stock and bond offers put on hold are early victims Margot, Patrick.",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,6,24
6/24/2016,-0.03572,mcs,macroeconomic news & outlook,,Easy,3,Medium,2,0.874,"Britain's EU Decision: A Grim Year for Deals Gets Worse ??? Companies that won't be bought, stock and bond offers put on hold are early victims ? ProQ… More like this + Britain's EU Decision: A Grim Year for Deals Gets Worse --- Companies that won't be bought, stock and bond offers put on hold are early victims Margot, Patrick.",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,6,24
1/13/2016,-0.02505,hen,macroeconomic news & outlook,commodities,Medium,2,Low,1,0.166,"Stocks Take a Beating as Alarm Grows? Investors flee amid anxiety over global economy, oil? Dow nears correction territory ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.25,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,2016,1,13
1/13/2016,-0.02505,mcs,macroeconomic news & outlook,commodities,Medium,2,Low,1,0.166,"Stocks Take a Beating as Alarm Grows? Investors flee amid anxiety over global economy, oil? Dow nears correction territory ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.25,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,2016,1,13
9/28/2015,-0.02548,hen,unknown & no explanation,,Hard,1,Low,1,-1.144,Stocks Stumble Out of Gate --- Dow industrials start week with 312.78- point drop; Biotech and health shares sink -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,9,28
9/28/2015,-0.02548,mcs,unknown & no explanation,,Hard,1,Low,1,-1.144,Stocks Stumble Out of Gate --- Dow industrials start week with 312.78- point drop; Biotech and health shares sink -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,9,28
9/8/2015,0.025441,hen,macroeconomic news & outlook,monetary policy and central banking,Hard,1,Low,1,-0.347,"Stocks Ride Volatility to a Big Win ??? Blue chips jump 390 points following holiday weekend, as sharp market swings continue ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0.25,2015,9,8
9/8/2015,0.025441,mcs,macroeconomic news & outlook,monetary policy and central banking,Hard,1,Low,1,-0.347,"Stocks Ride Volatility to a Big Win ??? Blue chips jump 390 points following holiday weekend, as sharp market swings continue ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0.25,2015,9,8
9/1/2015,-0.02942,hen,macroeconomic news & outlook,,Easy,3,High,3,1.679,Dow Industrials Plunge 470 ??? U.S. stocks and crude oil resume their declines as another bout of volatility strikes again ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,9,1
9/1/2015,-0.02942,mcs,macroeconomic news & outlook,,Easy,3,High,3,1.679,Dow Industrials Plunge 470 ??? U.S. stocks and crude oil resume their declines as another bout of volatility strikes again ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,9,1
8/26/2015,0.039178,hen,macroeconomic news & outlook,monetary policy and central banking,Medium,2,High,3,0.957,U.S. Stocks Come Charging Back ??? Six?day losing streak ends as Fed official calls case for September rate increase 'less compelling' ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0.25,2015,8,26
8/26/2015,0.039178,mcs,macroeconomic news & outlook,,Medium,2,High,3,0.957,U.S. Stocks Come Charging Back ??? Six?day losing streak ends as Fed official calls case for September rate increase 'less compelling' ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,8,26
8/24/2015,-0.03937,hen,macroeconomic news & outlook,,Easy,3,High,3,1.145,"Chinese Shares Stumble Further ??? After 'Black Monday,' Shanghai Composite falls early Tuesday, but other markets perk up ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,8,24
8/24/2015,-0.03937,mcs,macroeconomic news & outlook,,Easy,3,High,3,1.145,"Chinese Shares Stumble Further ??? After 'Black Monday,' Shanghai Composite falls early Tuesday, but other markets perk up ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,8,24
8/21/2015,-0.03166,hen,macroeconomic news & outlook,,Easy,3,Low,1,-0.076,Few Immune in Stock Selloff ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,8,21
8/21/2015,-0.03166,mcs,macroeconomic news & outlook,,Easy,3,Low,1,-0.076,Few Immune in Stock Selloff ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,8,21
1/2/2013,0.025611,hen,taxes,,Easy,3,High,3,0.729,"Fresh Budget Fights Brewing ??? Markets Breathe Sigh of Relief After Fiscal Clash, but Tax?and?Cut Battles Loom ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2013,1,2
1/2/2013,0.025611,mcs,taxes,,Easy,3,High,3,0.729,"Fresh Budget Fights Brewing ??? Markets Breathe Sigh of Relief After Fiscal Clash, but Tax?and?Cut Battles Loom ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2013,1,2
6/29/2012,0.025165,hen,government spending,regulation,Hard,1,Medium,2,1.053,S&P Posts Best Day This Year -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.25,0,0,0,0,1,2012,6,29
6/29/2012,0.025165,mcs,government spending,regulation,Hard,1,Medium,2,1.053,S&P Posts Best Day This Year -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.25,0,0,0,0,1,2012,6,29
12/20/2011,0.029901,hen,macroeconomic news & outlook,,Easy,3,High,3,1.058,"Stocks Reverse Gear, up 337 ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,12,20
12/20/2011,0.029901,mcs,macroeconomic news & outlook,,Easy,3,High,3,1.058,"Stocks Reverse Gear, up 337 ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,12,20
11/30/2011,0.043306,hen,monetary policy and central banking,macroeconomic news & outlook,Easy,3,High,3,1.567,Investors Go on the Risk Offensive --- Central Banks Spur Broad Global Rally But Caution Persists -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0.75,2011,11,30
11/30/2011,0.043306,mcs,monetary policy and central banking,,Easy,3,High,3,1.567,Investors Go on the Risk Offensive --- Central Banks Spur Broad Global Rally But Caution Persists -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2011,11,30
11/28/2011,0.02921,hen,macroeconomic news & outlook,,Medium,2,Medium,2,0.410,"Dow Holds Gains, Up 32 Points ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,11,28
11/28/2011,0.02921,mcs,macroeconomic news & outlook,,Medium,2,Medium,2,0.410,"Dow Holds Gains, Up 32 Points ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,11,28
11/9/2011,-0.03667,hen,macroeconomic news & outlook,,Medium,2,High,3,0.588,Stocks Color The Day In Red -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,11,9
11/9/2011,-0.03667,mcs,macroeconomic news & outlook,,Medium,2,High,3,0.588,Stocks Color The Day In Red -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,11,9
11/1/2011,-0.02787,hen,government spending,,Medium,2,Medium,2,0.279,"Dow Takes Another Drubbing? Blue?Chip Index Sheds 297 Points, With Financial Shares Posting Sharp Declines ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2011,11,1
11/1/2011,-0.02787,mcs,government spending,,Medium,2,Medium,2,0.279,"Dow Takes Another Drubbing? Blue?Chip Index Sheds 297 Points, With Financial Shares Posting Sharp Declines ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2011,11,1
10/27/2011,0.034396,hen,government spending,,Easy,3,High,3,0.762,Cheers and Skepticism Greet European Deal? Dow Jumps 339.51 Despite Questions ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2011,10,27
10/27/2011,0.034396,mcs,government spending,,Easy,3,High,3,0.762,Cheers and Skepticism Greet European Deal? Dow Jumps 339.51 Despite Questions ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2011,10,27
10/10/2011,0.034092,hen,government spending,,Medium,2,Low,1,0.309,Rally Has Legs: Dow Up 330.06 ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2011,10,10
10/10/2011,0.034092,mcs,government spending,,Medium,2,Low,1,0.309,Rally Has Legs: Dow Up 330.06 ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2011,10,10
10/3/2011,-0.02838,hen,macroeconomic news & outlook,,Medium,2,Low,1,-0.305,"Market Nears Bear Territory? U.S. Stocks Down Almost 17% Since April High on Europe, Economic Concerns ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,10,3
10/3/2011,-0.02838,mcs,macroeconomic news & outlook,government spending,Medium,2,Low,1,-0.305,"Market Nears Bear Territory? U.S. Stocks Down Almost 17% Since April High on Europe, Economic Concerns ?",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0.25,2011,10,3
9/22/2011,-0.03202,hen,macroeconomic news & outlook,,Medium,2,High,3,0.712,Stock Investors Head for Exits? Dow Slides 3.5% on Economic Gloom ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,9,22
9/22/2011,-0.03202,mcs,macroeconomic news & outlook,,Medium,2,High,3,0.712,Stock Investors Head for Exits? Dow Slides 3.5% on Economic Gloom ?,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,9,22
9/21/2011,-0.02918,hen,macroeconomic news & outlook,,Medium,2,Medium,2,0.318,Fed Twist Prompts Markets to Turn -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,9,21
9/21/2011,-0.02918,mcs,macroeconomic news & outlook,,Medium,2,Medium,2,0.318,Fed Twist Prompts Markets to Turn -,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,9,21
